AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
ap-southeast-2b,m5ad.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2c,m5ad.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2a,m5ad.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2b,m5ad.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2c,m5ad.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2a,m5ad.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2b,m5ad.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2c,m5ad.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2a,m5ad.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2b,r5.xlarge,Red Hat Enterprise Linux (Amazon VPC),0.1377,2019-12-31
ap-southeast-2c,r5.xlarge,Red Hat Enterprise Linux (Amazon VPC),0.1369,2019-12-31
ap-southeast-2a,r5.xlarge,Red Hat Enterprise Linux (Amazon VPC),0.1358,2019-12-31
ap-southeast-2b,r5.xlarge,SUSE Linux (Amazon VPC),0.1777,2019-12-31
ap-southeast-2c,r5.xlarge,SUSE Linux (Amazon VPC),0.1769,2019-12-31
ap-southeast-2a,r5.xlarge,SUSE Linux (Amazon VPC),0.1758,2019-12-31
ap-southeast-2b,r5.xlarge,Linux/UNIX (Amazon VPC),0.0777,2019-12-31
ap-southeast-2c,r5.xlarge,Linux/UNIX (Amazon VPC),0.0769,2019-12-31
ap-southeast-2a,r5.xlarge,Linux/UNIX (Amazon VPC),0.0758,2019-12-31
ap-southeast-2b,r5.xlarge,Windows (Amazon VPC),0.2598,2019-12-31
ap-southeast-2c,r5.xlarge,Windows (Amazon VPC),0.2598,2019-12-31
ap-southeast-2a,r5.xlarge,Windows (Amazon VPC),0.2598,2019-12-31
ap-southeast-2b,m5.metal,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2c,m5.metal,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2a,m5.metal,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2b,m5.metal,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2c,m5.metal,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2a,m5.metal,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2b,m5.metal,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2c,m5.metal,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2a,m5.metal,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2b,m5.metal,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2c,m5.metal,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2a,m5.metal,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2b,t3.micro,Red Hat Enterprise Linux (Amazon VPC),0.064,2019-12-31
ap-southeast-2c,t3.micro,Red Hat Enterprise Linux (Amazon VPC),0.064,2019-12-31
ap-southeast-2a,t3.micro,Red Hat Enterprise Linux (Amazon VPC),0.064,2019-12-31
ap-southeast-2b,t3.micro,SUSE Linux (Amazon VPC),0.104,2019-12-31
ap-southeast-2c,t3.micro,SUSE Linux (Amazon VPC),0.104,2019-12-31
ap-southeast-2a,t3.micro,SUSE Linux (Amazon VPC),0.104,2019-12-31
ap-southeast-2b,t3.micro,Linux/UNIX (Amazon VPC),0.004,2019-12-31
ap-southeast-2c,t3.micro,Linux/UNIX (Amazon VPC),0.004,2019-12-31
ap-southeast-2a,t3.micro,Linux/UNIX (Amazon VPC),0.004,2019-12-31
ap-southeast-2b,t3.micro,Windows (Amazon VPC),0.0132,2019-12-31
ap-southeast-2c,t3.micro,Windows (Amazon VPC),0.0132,2019-12-31
ap-southeast-2a,t3.micro,Windows (Amazon VPC),0.0132,2019-12-31
ap-southeast-2b,r5d.metal,Red Hat Enterprise Linux (Amazon VPC),1.9492,2019-12-31
ap-southeast-2c,r5d.metal,Red Hat Enterprise Linux (Amazon VPC),1.9492,2019-12-31
ap-southeast-2a,r5d.metal,Red Hat Enterprise Linux (Amazon VPC),8.482,2019-12-31
ap-southeast-2b,r5d.metal,SUSE Linux (Amazon VPC),1.9192,2019-12-31
ap-southeast-2c,r5d.metal,SUSE Linux (Amazon VPC),1.9192,2019-12-31
ap-southeast-2a,r5d.metal,SUSE Linux (Amazon VPC),8.452,2019-12-31
ap-southeast-2b,r5d.metal,Linux/UNIX (Amazon VPC),1.8192,2019-12-31
ap-southeast-2c,r5d.metal,Linux/UNIX (Amazon VPC),1.8192,2019-12-31
ap-southeast-2a,r5d.metal,Linux/UNIX (Amazon VPC),8.352,2019-12-31
ap-southeast-2b,r5d.metal,Windows (Amazon VPC),6.2352,2019-12-31
ap-southeast-2c,r5d.metal,Windows (Amazon VPC),6.2352,2019-12-31
ap-southeast-2a,r5d.metal,Windows (Amazon VPC),12.768,2019-12-31
ap-southeast-2b,c1.medium,Red Hat Enterprise Linux,0.09,2019-12-31
ap-southeast-2b,c1.medium,SUSE Linux,0.13,2019-12-31
ap-southeast-2b,c1.medium,Linux/UNIX,0.03,2019-12-31
ap-southeast-2b,g3.4xlarge,Red Hat Enterprise Linux (Amazon VPC),0.6626,2019-12-31
ap-southeast-2b,g3.4xlarge,SUSE Linux (Amazon VPC),0.6326,2019-12-31
ap-southeast-2b,g3.4xlarge,Linux/UNIX (Amazon VPC),0.5326,2019-12-31
ap-southeast-2b,c5.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.2704,2019-12-31
ap-southeast-2b,c5.2xlarge,SUSE Linux (Amazon VPC),0.2404,2019-12-31
ap-southeast-2b,c5.2xlarge,Linux/UNIX (Amazon VPC),0.1404,2019-12-31
ap-southeast-2c,r4.large,Red Hat Enterprise Linux (Amazon VPC),0.0997,2019-12-31
ap-southeast-2c,r4.large,SUSE Linux (Amazon VPC),0.1397,2019-12-31
ap-southeast-2c,r4.large,Linux/UNIX (Amazon VPC),0.0397,2019-12-31
ap-southeast-2b,r3.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.2735,2019-12-31
ap-southeast-2b,r3.2xlarge,SUSE Linux (Amazon VPC),0.2435,2019-12-31
ap-southeast-2b,r3.2xlarge,Linux/UNIX (Amazon VPC),0.1435,2019-12-31
ap-southeast-2c,m5.large,Red Hat Enterprise Linux (Amazon VPC),0.0979,2019-12-31
ap-southeast-2c,m5.large,SUSE Linux (Amazon VPC),0.1379,2019-12-31
ap-southeast-2c,m5.large,Linux/UNIX (Amazon VPC),0.0379,2019-12-31
ap-southeast-2b,r4.large,Red Hat Enterprise Linux (Amazon VPC),0.0984,2019-12-31
ap-southeast-2b,r4.large,SUSE Linux (Amazon VPC),0.1384,2019-12-31
ap-southeast-2b,r4.large,Linux/UNIX (Amazon VPC),0.0384,2019-12-31
ap-southeast-2b,t3a.small,Red Hat Enterprise Linux (Amazon VPC),0.0671,2019-12-31
ap-southeast-2c,t3a.small,Red Hat Enterprise Linux (Amazon VPC),0.0671,2019-12-31
ap-southeast-2a,t3a.small,Red Hat Enterprise Linux (Amazon VPC),0.0671,2019-12-31
ap-southeast-2b,t3a.small,SUSE Linux (Amazon VPC),0.1071,2019-12-31
ap-southeast-2c,t3a.small,SUSE Linux (Amazon VPC),0.1071,2019-12-31
ap-southeast-2a,t3a.small,SUSE Linux (Amazon VPC),0.1071,2019-12-31
ap-southeast-2b,t3a.small,Linux/UNIX (Amazon VPC),0.0071,2019-12-31
ap-southeast-2c,t3a.small,Linux/UNIX (Amazon VPC),0.0071,2019-12-31
ap-southeast-2a,t3a.small,Linux/UNIX (Amazon VPC),0.0071,2019-12-31
ap-southeast-2b,t3a.small,Windows (Amazon VPC),0.0255,2019-12-31
ap-southeast-2c,t3a.small,Windows (Amazon VPC),0.0255,2019-12-31
ap-southeast-2a,t3a.small,Windows (Amazon VPC),0.0255,2019-12-31
ap-southeast-2b,c5d.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.2678,2019-12-31
ap-southeast-2c,c5d.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.2678,2019-12-31
ap-southeast-2a,c5d.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.2678,2019-12-31
ap-southeast-2b,c5d.2xlarge,SUSE Linux (Amazon VPC),0.2378,2019-12-31
ap-southeast-2c,c5d.2xlarge,SUSE Linux (Amazon VPC),0.2378,2019-12-31
ap-southeast-2a,c5d.2xlarge,SUSE Linux (Amazon VPC),0.2378,2019-12-31
ap-southeast-2b,c5d.2xlarge,Linux/UNIX (Amazon VPC),0.1378,2019-12-31
ap-southeast-2c,c5d.2xlarge,Linux/UNIX (Amazon VPC),0.1378,2019-12-31
ap-southeast-2a,c5d.2xlarge,Linux/UNIX (Amazon VPC),0.1378,2019-12-31
ap-southeast-2b,m5.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2c,m5.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2a,m5.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2b,m5.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2c,m5.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2a,m5.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2b,m5.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2c,m5.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2a,m5.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2b,c5d.2xlarge,Windows (Amazon VPC),0.5058,2019-12-31
ap-southeast-2c,c5d.2xlarge,Windows (Amazon VPC),0.5058,2019-12-31
ap-southeast-2a,c5d.2xlarge,Windows (Amazon VPC),0.5058,2019-12-31
ap-southeast-2b,m5.24xlarge,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2c,m5.24xlarge,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2a,m5.24xlarge,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2b,g3.8xlarge,Windows (Amazon VPC),2.5244,2019-12-31
ap-southeast-2a,g3.8xlarge,Windows (Amazon VPC),2.5244,2019-12-31
ap-southeast-2b,g3.8xlarge,Red Hat Enterprise Linux (Amazon VPC),1.1824,2019-12-31
ap-southeast-2a,g3.8xlarge,Red Hat Enterprise Linux (Amazon VPC),1.1824,2019-12-31
ap-southeast-2b,g3.8xlarge,SUSE Linux (Amazon VPC),1.1524,2019-12-31
ap-southeast-2a,g3.8xlarge,SUSE Linux (Amazon VPC),1.1524,2019-12-31
ap-southeast-2b,g3.8xlarge,Linux/UNIX (Amazon VPC),1.0524,2019-12-31
ap-southeast-2a,g3.8xlarge,Linux/UNIX (Amazon VPC),1.0524,2019-12-31
ap-southeast-2b,m1.large,Windows,0.1633,2019-12-31
ap-southeast-2a,m1.large,Windows,0.1633,2019-12-31
ap-southeast-2b,m1.large,Windows (Amazon VPC),0.1633,2019-12-31
ap-southeast-2a,m1.large,Windows (Amazon VPC),0.1633,2019-12-31
ap-southeast-2b,m1.large,Red Hat Enterprise Linux (Amazon VPC),0.0833,2019-12-31
ap-southeast-2a,m1.large,Red Hat Enterprise Linux (Amazon VPC),0.0833,2019-12-31
ap-southeast-2b,m1.large,SUSE Linux (Amazon VPC),0.1233,2019-12-31
ap-southeast-2a,m1.large,SUSE Linux (Amazon VPC),0.1233,2019-12-31
ap-southeast-2b,m1.large,Linux/UNIX (Amazon VPC),0.0233,2019-12-31
ap-southeast-2a,m1.large,Linux/UNIX (Amazon VPC),0.0233,2019-12-31
ap-southeast-2b,m1.large,Red Hat Enterprise Linux,0.0833,2019-12-31
ap-southeast-2a,m1.large,Red Hat Enterprise Linux,0.0833,2019-12-31
ap-southeast-2b,m1.large,SUSE Linux,0.1233,2019-12-31
ap-southeast-2a,m1.large,SUSE Linux,0.1233,2019-12-31
ap-southeast-2b,m1.large,Linux/UNIX,0.0233,2019-12-31
ap-southeast-2a,m1.large,Linux/UNIX,0.0233,2019-12-31
ap-southeast-2b,m5ad.8xlarge,Red Hat Enterprise Linux (Amazon VPC),0.7088,2019-12-31
ap-southeast-2c,m5ad.8xlarge,Red Hat Enterprise Linux (Amazon VPC),0.7088,2019-12-31
ap-southeast-2a,m5ad.8xlarge,Red Hat Enterprise Linux (Amazon VPC),0.7088,2019-12-31
ap-southeast-2b,m5ad.8xlarge,SUSE Linux (Amazon VPC),0.6788,2019-12-31
ap-southeast-2c,m5ad.8xlarge,SUSE Linux (Amazon VPC),0.6788,2019-12-31
ap-southeast-2a,m5ad.8xlarge,SUSE Linux (Amazon VPC),0.6788,2019-12-31
ap-southeast-2b,m5ad.8xlarge,Linux/UNIX (Amazon VPC),0.5788,2019-12-31
ap-southeast-2c,m5ad.8xlarge,Linux/UNIX (Amazon VPC),0.5788,2019-12-31
ap-southeast-2a,m5ad.8xlarge,Linux/UNIX (Amazon VPC),0.5788,2019-12-31
ap-southeast-2b,m5ad.8xlarge,Windows (Amazon VPC),2.0508,2019-12-31
ap-southeast-2c,m5ad.8xlarge,Windows (Amazon VPC),2.0508,2019-12-31
ap-southeast-2a,m5ad.8xlarge,Windows (Amazon VPC),2.0508,2019-12-31
ap-southeast-2b,m5a.large,Red Hat Enterprise Linux (Amazon VPC),0.0962,2019-12-31
ap-southeast-2c,m5a.large,Red Hat Enterprise Linux (Amazon VPC),0.0968,2019-12-31
ap-southeast-2a,m5a.large,Red Hat Enterprise Linux (Amazon VPC),0.0962,2019-12-31
ap-southeast-2b,m5a.large,SUSE Linux (Amazon VPC),0.1362,2019-12-31
ap-southeast-2c,m5a.large,SUSE Linux (Amazon VPC),0.1368,2019-12-31
ap-southeast-2a,m5a.large,SUSE Linux (Amazon VPC),0.1362,2019-12-31
ap-southeast-2b,m5a.large,Linux/UNIX (Amazon VPC),0.0362,2019-12-31
ap-southeast-2c,m5a.large,Linux/UNIX (Amazon VPC),0.0368,2019-12-31
ap-southeast-2a,m5a.large,Linux/UNIX (Amazon VPC),0.0362,2019-12-31
ap-southeast-2b,m5a.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2c,m5a.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2a,m5a.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2a,p3.16xlarge,Windows (Amazon VPC),13.1056,2019-12-31
ap-southeast-2a,p3.16xlarge,Red Hat Enterprise Linux (Amazon VPC),10.2916,2019-12-31
ap-southeast-2a,p3.16xlarge,SUSE Linux (Amazon VPC),10.2616,2019-12-31
ap-southeast-2a,p3.16xlarge,Linux/UNIX (Amazon VPC),10.1616,2019-12-31
ap-southeast-2c,x1.32xlarge,Red Hat Enterprise Linux (Amazon VPC),5.9323,2019-12-31
ap-southeast-2a,x1.32xlarge,Red Hat Enterprise Linux (Amazon VPC),5.9323,2019-12-31
ap-southeast-2c,x1.32xlarge,SUSE Linux (Amazon VPC),5.9023,2019-12-31
ap-southeast-2a,x1.32xlarge,SUSE Linux (Amazon VPC),5.9023,2019-12-31
ap-southeast-2c,x1.32xlarge,Linux/UNIX (Amazon VPC),5.8023,2019-12-31
ap-southeast-2a,x1.32xlarge,Linux/UNIX (Amazon VPC),5.8023,2019-12-31
ap-southeast-2c,x1.32xlarge,Windows (Amazon VPC),11.6903,2019-12-31
ap-southeast-2a,x1.32xlarge,Windows (Amazon VPC),11.6903,2019-12-31
ap-southeast-2c,x1e.4xlarge,Windows (Amazon VPC),2.1868,2019-12-31
ap-southeast-2a,x1e.4xlarge,Windows (Amazon VPC),2.1868,2019-12-31
ap-southeast-2c,x1e.4xlarge,Red Hat Enterprise Linux (Amazon VPC),1.5808,2019-12-31
ap-southeast-2a,x1e.4xlarge,Red Hat Enterprise Linux (Amazon VPC),1.5808,2019-12-31
ap-southeast-2c,x1e.4xlarge,SUSE Linux (Amazon VPC),1.5508,2019-12-31
ap-southeast-2a,x1e.4xlarge,SUSE Linux (Amazon VPC),1.5508,2019-12-31
ap-southeast-2c,x1e.4xlarge,Linux/UNIX (Amazon VPC),1.4508,2019-12-31
ap-southeast-2a,x1e.4xlarge,Linux/UNIX (Amazon VPC),1.4508,2019-12-31
ap-southeast-2c,c3.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.255,2019-12-31
ap-southeast-2a,c3.2xlarge,Red Hat Enterprise Linux (Amazon VPC),0.255,2019-12-31
ap-southeast-2c,c3.2xlarge,SUSE Linux (Amazon VPC),0.225,2019-12-31
ap-southeast-2a,c3.2xlarge,SUSE Linux (Amazon VPC),0.225,2019-12-31
ap-southeast-2c,c3.2xlarge,Linux/UNIX (Amazon VPC),0.125,2019-12-31
ap-southeast-2a,c3.2xlarge,Linux/UNIX (Amazon VPC),0.125,2019-12-31
ap-southeast-2b,c3.2xlarge,Windows,0.549,2019-12-31
ap-southeast-2c,c3.2xlarge,Windows,0.953,2019-12-31
ap-southeast-2a,c3.2xlarge,Windows,0.549,2019-12-31
ap-southeast-2b,c3.2xlarge,Red Hat Enterprise Linux,0.255,2019-12-31
ap-southeast-2c,c3.2xlarge,Red Hat Enterprise Linux,0.659,2019-12-31
ap-southeast-2a,c3.2xlarge,Red Hat Enterprise Linux,0.255,2019-12-31
ap-southeast-2b,c3.2xlarge,SUSE Linux,0.225,2019-12-31
ap-southeast-2c,c3.2xlarge,SUSE Linux,0.629,2019-12-31
ap-southeast-2a,c3.2xlarge,SUSE Linux,0.225,2019-12-31
ap-southeast-2b,c3.2xlarge,Linux/UNIX,0.125,2019-12-31
ap-southeast-2c,c3.2xlarge,Linux/UNIX,0.529,2019-12-31
ap-southeast-2a,c3.2xlarge,Linux/UNIX,0.125,2019-12-31
ap-southeast-2b,c3.2xlarge,Windows (Amazon VPC),0.549,2019-12-31
ap-southeast-2c,c3.2xlarge,Windows (Amazon VPC),0.549,2019-12-31
ap-southeast-2a,c3.2xlarge,Windows (Amazon VPC),0.549,2019-12-31
ap-southeast-2b,z1d.6xlarge,Windows (Amazon VPC),1.9176,2019-12-31
ap-southeast-2c,z1d.6xlarge,Windows (Amazon VPC),1.9176,2019-12-31
ap-southeast-2a,z1d.6xlarge,Windows (Amazon VPC),1.9176,2019-12-31
ap-southeast-2b,z1d.6xlarge,Red Hat Enterprise Linux (Amazon VPC),0.9436,2019-12-31
ap-southeast-2c,z1d.6xlarge,Red Hat Enterprise Linux (Amazon VPC),0.9436,2019-12-31
ap-southeast-2a,z1d.6xlarge,Red Hat Enterprise Linux (Amazon VPC),0.9436,2019-12-31
ap-southeast-2b,z1d.6xlarge,SUSE Linux (Amazon VPC),0.9136,2019-12-31
ap-southeast-2c,z1d.6xlarge,SUSE Linux (Amazon VPC),0.9136,2019-12-31
ap-southeast-2a,z1d.6xlarge,SUSE Linux (Amazon VPC),0.9136,2019-12-31
ap-southeast-2b,z1d.6xlarge,Linux/UNIX (Amazon VPC),0.8136,2019-12-31
ap-southeast-2c,z1d.6xlarge,Linux/UNIX (Amazon VPC),0.8136,2019-12-31
ap-southeast-2a,z1d.6xlarge,Linux/UNIX (Amazon VPC),0.8136,2019-12-31
ap-southeast-2b,m5.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.2877,2019-12-31
ap-southeast-2c,m5.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.2877,2019-12-31
ap-southeast-2a,m5.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.2877,2019-12-31
ap-southeast-2b,m5.16xlarge,SUSE Linux (Amazon VPC),1.2577,2019-12-31
ap-southeast-2c,m5.16xlarge,SUSE Linux (Amazon VPC),1.2577,2019-12-31
ap-southeast-2a,m5.16xlarge,SUSE Linux (Amazon VPC),1.2577,2019-12-31
ap-southeast-2b,m5.16xlarge,Linux/UNIX (Amazon VPC),1.1577,2019-12-31
ap-southeast-2c,m5.16xlarge,Linux/UNIX (Amazon VPC),1.1577,2019-12-31
ap-southeast-2a,m5.16xlarge,Linux/UNIX (Amazon VPC),1.1577,2019-12-31
ap-southeast-2b,m5.16xlarge,Windows (Amazon VPC),4.1017,2019-12-31
ap-southeast-2c,m5.16xlarge,Windows (Amazon VPC),4.1017,2019-12-31
ap-southeast-2a,m5.16xlarge,Windows (Amazon VPC),4.1017,2019-12-31
ap-southeast-2b,c5d.4xlarge,Windows (Amazon VPC),1.0116,2019-12-31
ap-southeast-2c,c5d.4xlarge,Windows (Amazon VPC),1.0116,2019-12-31
ap-southeast-2a,c5d.4xlarge,Windows (Amazon VPC),1.0116,2019-12-31
ap-southeast-2a,i3en.12xlarge,Windows (Amazon VPC),5.5214,2019-12-31
ap-southeast-2b,c1.medium,Windows,0.1319,2019-12-31
ap-southeast-2c,m5d.4xlarge,Red Hat Enterprise Linux (Amazon VPC),0.4226,2019-12-31
ap-southeast-2c,m5d.4xlarge,SUSE Linux (Amazon VPC),0.3926,2019-12-31
ap-southeast-2c,m5d.4xlarge,Linux/UNIX (Amazon VPC),0.2926,2019-12-31
ap-southeast-2c,c4.xlarge,Red Hat Enterprise Linux (Amazon VPC),0.1344,2019-12-31
ap-southeast-2c,c4.xlarge,SUSE Linux (Amazon VPC),0.1744,2019-12-31
ap-southeast-2c,c4.xlarge,Linux/UNIX (Amazon VPC),0.0744,2019-12-31
ap-southeast-2c,c4.large,Red Hat Enterprise Linux (Amazon VPC),0.0989,2019-12-31
ap-southeast-2c,c4.large,SUSE Linux (Amazon VPC),0.1389,2019-12-31
ap-southeast-2c,c4.large,Linux/UNIX (Amazon VPC),0.0389,2019-12-31
ap-southeast-2b,c5.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8209,2019-12-31
ap-southeast-2b,c5.24xlarge,SUSE Linux (Amazon VPC),1.7909,2019-12-31
ap-southeast-2b,c5.24xlarge,Linux/UNIX (Amazon VPC),1.6909,2019-12-31
ap-southeast-2c,m3.medium,Windows (Amazon VPC),0.0786,2019-12-31
ap-southeast-2b,m1.small,Windows (Amazon VPC),0.0408,2019-12-31
ap-southeast-2a,m1.small,Windows (Amazon VPC),0.0408,2019-12-31
ap-southeast-2b,m1.small,Windows,0.0408,2019-12-31
ap-southeast-2a,m1.small,Windows,0.0408,2019-12-31
ap-southeast-2b,m1.small,Red Hat Enterprise Linux (Amazon VPC),0.0658,2019-12-31
ap-southeast-2a,m1.small,Red Hat Enterprise Linux (Amazon VPC),0.0658,2019-12-31
ap-southeast-2b,m1.small,SUSE Linux (Amazon VPC),0.0358,2019-12-31
ap-southeast-2a,m1.small,SUSE Linux (Amazon VPC),0.0358,2019-12-31
ap-southeast-2b,m1.small,Linux/UNIX (Amazon VPC),0.0058,2019-12-31
ap-southeast-2a,m1.small,Linux/UNIX (Amazon VPC),0.0058,2019-12-31
ap-southeast-2b,m1.small,Red Hat Enterprise Linux,0.0658,2019-12-31
ap-southeast-2a,m1.small,Red Hat Enterprise Linux,0.0658,2019-12-31
ap-southeast-2b,m1.small,SUSE Linux,0.0358,2019-12-31
ap-southeast-2a,m1.small,SUSE Linux,0.0358,2019-12-31
ap-southeast-2b,m1.small,Linux/UNIX,0.0058,2019-12-31
ap-southeast-2a,m1.small,Linux/UNIX,0.0058,2019-12-31
ap-southeast-2b,m5d.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2c,m5d.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2a,m5d.24xlarge,Red Hat Enterprise Linux (Amazon VPC),1.8665,2019-12-31
ap-southeast-2b,m5d.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2c,m5d.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2a,m5d.24xlarge,SUSE Linux (Amazon VPC),1.8365,2019-12-31
ap-southeast-2b,m5d.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2c,m5d.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2a,m5d.24xlarge,Linux/UNIX (Amazon VPC),1.7365,2019-12-31
ap-southeast-2b,r5d.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.3428,2019-12-31
ap-southeast-2c,r5d.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.3428,2019-12-31
ap-southeast-2a,r5d.16xlarge,Red Hat Enterprise Linux (Amazon VPC),1.3428,2019-12-31
ap-southeast-2b,r5d.16xlarge,SUSE Linux (Amazon VPC),1.3128,2019-12-31
ap-southeast-2c,r5d.16xlarge,SUSE Linux (Amazon VPC),1.3128,2019-12-31
ap-southeast-2a,r5d.16xlarge,SUSE Linux (Amazon VPC),1.3128,2019-12-31
ap-southeast-2b,r5d.16xlarge,Linux/UNIX (Amazon VPC),1.2128,2019-12-31
ap-southeast-2c,r5d.16xlarge,Linux/UNIX (Amazon VPC),1.2128,2019-12-31
ap-southeast-2a,r5d.16xlarge,Linux/UNIX (Amazon VPC),1.2128,2019-12-31
ap-southeast-2c,x1e.8xlarge,Red Hat Enterprise Linux (Amazon VPC),3.0316,2019-12-31
ap-southeast-2a,x1e.8xlarge,Red Hat Enterprise Linux (Amazon VPC),3.0316,2019-12-31
ap-southeast-2c,x1e.8xlarge,SUSE Linux (Amazon VPC),3.0016,2019-12-31
ap-southeast-2a,x1e.8xlarge,SUSE Linux (Amazon VPC),3.0016,2019-12-31
ap-southeast-2c,x1e.8xlarge,Linux/UNIX (Amazon VPC),2.9016,2019-12-31
ap-southeast-2a,x1e.8xlarge,Linux/UNIX (Amazon VPC),2.9016,2019-12-31
ap-southeast-2c,x1e.8xlarge,Windows (Amazon VPC),4.3736,2019-12-31
ap-southeast-2a,x1e.8xlarge,Windows (Amazon VPC),4.3736,2019-12-31
ap-southeast-2b,m5d.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2c,m5d.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2a,m5d.large,Windows (Amazon VPC),0.1282,2019-12-31
ap-southeast-2b,m5d.large,Red Hat Enterprise Linux (Amazon VPC),0.0962,2019-12-31
ap-southeast-2c,m5d.large,Red Hat Enterprise Linux (Amazon VPC),0.0962,2019-12-31
ap-southeast-2a,m5d.large,Red Hat Enterprise Linux (Amazon VPC),0.0962,2019-12-31
ap-southeast-2b,m5d.large,SUSE Linux (Amazon VPC),0.1362,2019-12-31
ap-southeast-2c,m5d.large,SUSE Linux (Amazon VPC),0.1362,2019-12-31
ap-southeast-2a,m5d.large,SUSE Linux (Amazon VPC),0.1362,2019-12-31
ap-southeast-2b,m5d.large,Linux/UNIX (Amazon VPC),0.0362,2019-12-31
ap-southeast-2c,m5d.large,Linux/UNIX (Amazon VPC),0.0362,2019-12-31
ap-southeast-2a,m5d.large,Linux/UNIX (Amazon VPC),0.0362,2019-12-31
ap-southeast-2b,r5d.16xlarge,Windows (Amazon VPC),4.1568,2019-12-31
ap-southeast-2c,r5d.16xlarge,Windows (Amazon VPC),4.1568,2019-12-31
ap-southeast-2a,r5d.16xlarge,Windows (Amazon VPC),4.1568,2019-12-31
ap-southeast-2b,m5d.24xlarge,Windows (Amazon VPC),6.1525,2019-12-31
ap-southeast-2c,m5d.24xlarge,Windows (Amazon VPC),6.1525,2019-12-31
